torna;datum;burkolat;eredmeny;gyoztes neve;gyoztes magassaga;gyoztes nemzetisege;gyoztes eletkora;vesztes neve;vesztes magassaga;vesztes nemzetisege;vesztes eletkora
Tashkent;2015-09-28;Kemény;W/O;Nao Hibino;;JPN;20,83;Aliaksandra Sasnovich;;BLR;21,52
Tashkent;2015-09-28;Kemény;7-6(4) 6-3;Kateryna Kozlova;;UKR;21,60;Katerina Siniakova;;CZE;19,38
Tashkent;2015-09-28;Kemény;6-4 7-6(4);Evgeniya Rodina;;RUS;26,64;Yaroslava Shvedova;180;KAZ;28,04
Tashkent;2015-09-28;Kemény;6-2 6-2;Johanna Larsson;174;SWE;27,11;Nigina Abduraimova;;UZB;21,23
Tashkent;2015-09-28;Kemény;6-3 6-4;Anna Lena Friedsam;;GER;21,65;Margarita Gasparyan;;RUS;21,07
Tashkent;2015-09-28;Kemény;4-6 6-2 6-2;Donna Vekic;;CRO;19,25;Carina Witthoeft;;GER;20,61
Tashkent;2015-09-28;Kemény;2-6 7-5 6-3;Bojana Jovanovski;175;SRB;23,74;Annika Beck;170;GER;21,61
Tashkent;2015-09-28;Kemény;6-3 6-3;Nao Hibino;;JPN;20,83;Kateryna Kozlova;;UKR;21,60
Tashkent;2015-09-28;Kemény;6-3 5-7 6-0;Evgeniya Rodina;;RUS;26,64;Johanna Larsson;174;SWE;27,11
Tashkent;2015-09-28;Kemény;3-6 6-3 7-5;Donna Vekic;;CRO;19,25;Anna Lena Friedsam;;GER;21,65
Tashkent;2015-09-28;Kemény;6-3 6-4;Nao Hibino;;JPN;20,83;Bojana Jovanovski;175;SRB;23,74
Tashkent;2015-09-28;Kemény;7-5 6-1;Donna Vekic;;CRO;19,25;Evgeniya Rodina;;RUS;26,64
Tashkent;2015-09-28;Kemény;6-2 6-2;Nao Hibino;;JPN;20,83;Donna Vekic;;CRO;19,25
Beijing;2015-10-05;Kemény;5-4 RET;Lara Arruabarrena;166;ESP;23,54;Simona Halep;168;ROU;24,02
Beijing;2015-10-05;Kemény;6-3 6-3;Bethanie Mattek Sands;168;USA;30,54;Alize Cornet;173;FRA;25,70
Beijing;2015-10-05;Kemény;6-2 6-4;Alison Van Uytvanck;;BEL;21,53;Anna Karolina Schmiedlova;;SVK;21,06
Beijing;2015-10-05;Kemény;6-7(4) 6-4 6-3;Belinda Bencic;;SUI;18,57;Madison Brengle;;USA;25,51
Beijing;2015-10-05;Kemény;6-1 3-6 6-3;Mirjana Lucic;;CRO;33,57;Irina Camelia Begu;181;ROU;25,11
Beijing;2015-10-05;Kemény;7-5 2-6 6-4;Irina Falconi;;USA;25,42;Daria Gavrilova;;RUS;21,59
Beijing;2015-10-05;Kemény;6-3 RET;Agnieszka Radwanska;170;POL;26,58;Coco Vandeweghe;185;USA;23,83
Beijing;2015-10-05;Kemény;6-3 6-2;Mona Barthel;185;GER;25,23;Shuai Zhang;;CHN;26,70
Beijing;2015-10-05;Kemény;6-3 6-2;Kateryna Bondarenko;175;UKR;29,16;Barbora Zahlavova Strycova;164;CZE;29,52
Beijing;2015-10-05;Kemény;7-5 6-2;Madison Keys;178;USA;20,63;Kristina Mladenovic;184;FRA;22,39
Beijing;2015-10-05;Kemény;6-1 1-6 6-3;Dominika Cibulkova;161;SVK;26,41;Jelena Jankovic;177;SRB;30,60
Beijing;2015-10-05;Kemény;6-2 3-6 6-2;Qiang Wang;;CHN;23,72;Varvara Lepchenko;180;USA;29,37
Beijing;2015-10-05;Kemény;6-2 6-4;Caroline Wozniacki;177;DEN;25,23;Bojana Jovanovski;175;SRB;23,76
Beijing;2015-10-05;Kemény;6-4 6-0;Ana Ivanovic;183;SRB;27,91;Casey Dellacqua;;AUS;30,64
Beijing;2015-10-05;Kemény;6-4 6-4;Svetlana Kuznetsova;174;RUS;30,27;Carina Witthoeft;;GER;20,63
Beijing;2015-10-05;Kemény;6-3 6-2;Sloane Stephens;170;USA;22,54;Karolina Pliskova;184;CZE;23,54
Beijing;2015-10-05;Kemény;7-5 6-2;Elina Svitolina;174;UKR;21,06;Yulia Putintseva;;KAZ;20,74
Beijing;2015-10-05;Kemény;6-2 6-4;Anastasia Pavlyuchenkova;177;RUS;24,26;Julia Goerges;180;GER;26,92
Beijing;2015-10-05;Kemény;7-5 6-2;Teliana Pereira;;BRA;27,21;Alexandra Dulgheru;;ROU;26,35
Beijing;2015-10-05;Kemény;7-5 4-6 6-4;Flavia Pennetta;172;ITA;33,61;Xinyun Han;;CHN;25,35
Beijing;2015-10-05;Kemény;6-3 RET;Carla Suarez Navarro;162;ESP;27,09;Lesia Tsurenko;174;UKR;26,35
Beijing;2015-10-05;Kemény;6-4 RET;Monica Puig;;PUR;22,02;Zarina Diyas;;KAZ;21,96
Beijing;2015-10-05;Kemény;6-3 6-3;Mariana Duque Marino;;COL;26,15;Tsvetana Pironkova;180;BUL;28,06
Beijing;2015-10-05;Kemény;1-6 6-4 6-3;Timea Bacsinszky;;SUI;26,32;Camila Giorgi;168;ITA;23,76
Beijing;2015-10-05;Kemény;6-2 1-1 RET;Andrea Petkovic;180;GER;28,07;Eugenie Bouchard;;CAN;21,61
Beijing;2015-10-05;Kemény;6-3 6-2;Samantha Stosur;172;AUS;31,52;Monica Niculescu;168;ROU;28,03
Beijing;2015-10-05;Kemény;6-2 6-2;Caroline Garcia;;FRA;21,97;Saisai Zheng;;CHN;21,66
Beijing;2015-10-05;Kemény;7-5 6-4;Sara Errani;164;ITA;28,44;Petra Kvitova;183;CZE;25,58
Beijing;2015-10-05;Kemény;0-6 6-2 6-0;Bethanie Mattek Sands;168;USA;30,54;Lara Arruabarrena;166;ESP;23,54
Beijing;2015-10-05;Kemény;6-2 6-2;Roberta Vinci;163;ITA;32,63;Alison Van Uytvanck;;BEL;21,53
Beijing;2015-10-05;Kemény;W/O;Mirjana Lucic;;CRO;33,57;Belinda Bencic;;SUI;18,57
Beijing;2015-10-05;Kemény;6-2 6-1;Garbine Muguruza;182;ESP;21,99;Irina Falconi;;USA;25,42
Beijing;2015-10-05;Kemény;4-6 6-1 6-4;Agnieszka Radwanska;170;POL;26,58;Mona Barthel;185;GER;25,23
Beijing;2015-10-05;Kemény;3-6 6-1 6-0;Madison Keys;178;USA;20,63;Kateryna Bondarenko;175;UKR;29,16
Beijing;2015-10-05;Kemény;6-1 6-4;Angelique Kerber;173;GER;27,71;Dominika Cibulkova;161;SVK;26,41
Beijing;2015-10-05;Kemény;7-5 6-0;Caroline Wozniacki;177;DEN;25,23;Qiang Wang;;CHN;23,72
Beijing;2015-10-05;Kemény;7-6(3) 6-2;Ana Ivanovic;183;SRB;27,91;Venus Williams;185;USA;35,30
Beijing;2015-10-05;Kemény;3-6 6-3 6-4;Svetlana Kuznetsova;174;RUS;30,27;Sloane Stephens;170;USA;22,54
Beijing;2015-10-05;Kemény;6-4 1-6 6-3;Anastasia Pavlyuchenkova;177;RUS;24,26;Elina Svitolina;174;UKR;21,06
Beijing;2015-10-05;Kemény;3-6 6-0 6-4;Flavia Pennetta;172;ITA;33,61;Teliana Pereira;;BRA;27,21
Beijing;2015-10-05;Kemény;7-6(1) 6-2;Carla Suarez Navarro;162;ESP;27,09;Monica Puig;;PUR;22,02
Beijing;2015-10-05;Kemény;7-5 6-2;Timea Bacsinszky;;SUI;26,32;Mariana Duque Marino;;COL;26,15
Beijing;2015-10-05;Kemény;6-2 7-5;Andrea Petkovic;180;GER;28,07;Samantha Stosur;172;AUS;31,52
Beijing;2015-10-05;Kemény;6-4 3-6 6-1;Sara Errani;164;ITA;28,44;Caroline Garcia;;FRA;21,97
Beijing;2015-10-05;Kemény;6-1 3-6 6-2;Bethanie Mattek Sands;168;USA;30,54;Roberta Vinci;163;ITA;32,63
Beijing;2015-10-05;Kemény;1-6 6-2 6-1;Garbine Muguruza;182;ESP;21,99;Mirjana Lucic;;CRO;33,57
Beijing;2015-10-05;Kemény;6-3 RET;Agnieszka Radwanska;170;POL;26,58;Madison Keys;178;USA;20,63
Beijing;2015-10-05;Kemény;6-2 6-3;Angelique Kerber;173;GER;27,71;Caroline Wozniacki;177;DEN;25,23
Beijing;2015-10-05;Kemény;7-5 4-6 6-2;Ana Ivanovic;183;SRB;27,91;Svetlana Kuznetsova;174;RUS;30,27
Beijing;2015-10-05;Kemény;3-6 6-4 6-3;Anastasia Pavlyuchenkova;177;RUS;24,26;Flavia Pennetta;172;ITA;33,61
Beijing;2015-10-05;Kemény;6-4 4-6 7-5;Timea Bacsinszky;;SUI;26,32;Carla Suarez Navarro;162;ESP;27,09
Beijing;2015-10-05;Kemény;3-6 6-3 6-2;Sara Errani;164;ITA;28,44;Andrea Petkovic;180;GER;28,07
Beijing;2015-10-05;Kemény;6-1 7-5;Garbine Muguruza;182;ESP;21,99;Bethanie Mattek Sands;168;USA;30,54
Beijing;2015-10-05;Kemény;6-1 6-4;Agnieszka Radwanska;170;POL;26,58;Angelique Kerber;173;GER;27,71
Beijing;2015-10-05;Kemény;6-3 7-5;Ana Ivanovic;183;SRB;27,91;Anastasia Pavlyuchenkova;177;RUS;24,26
Beijing;2015-10-05;Kemény;0-6 6-3 7-5;Timea Bacsinszky;;SUI;26,32;Sara Errani;164;ITA;28,44
Beijing;2015-10-05;Kemény;4-6 6-3 6-4;Garbine Muguruza;182;ESP;21,99;Agnieszka Radwanska;170;POL;26,58
Beijing;2015-10-05;Kemény;5-7 6-4 6-1;Timea Bacsinszky;;SUI;26,32;Ana Ivanovic;183;SRB;27,91
Beijing;2015-10-05;Kemény;7-5 6-4;Garbine Muguruza;182;ESP;21,99;Timea Bacsinszky;;SUI;26,32
Hong Kong;2015-10-12;Kemény;2-6 6-4 6-4;Venus Williams;185;USA;35,32;Yuliya Beygelzimer;174;UKR;31,98
Hong Kong;2015-10-12;Kemény;6-3 4-1 RET;Yafan Wang;;CHN;21,45;Christina Mchale;170;USA;23,42
Hong Kong;2015-10-12;Kemény;6-4 6-4;Yaroslava Shvedova;180;KAZ;28,08;Jarmila Gajdosova;174;AUS;28,46
Hong Kong;2015-10-12;Kemény;6-4 6-0;Alize Cornet;173;FRA;25,72;Kateryna Kozlova;;UKR;21,64
Hong Kong;2015-10-12;Kemény;6-4 6-2;Jelena Jankovic;177;SRB;30,62;Ana Bogdan;;ROU;22,88
Hong Kong;2015-10-12;Kemény;6-4 7-5;Anastasia Rodionova;167;AUS;33,42;Irina Ramialison;;FRA;24,34
Hong Kong;2015-10-12;Kemény;6-4 6-3;Lara Arruabarrena;166;ESP;23,56;Irina Falconi;;USA;25,44
Hong Kong;2015-10-12;Kemény;6-7(6) 7-5 6-3;Daria Gavrilova;;RUS;21,60;Miyu Kato;;JPN;20,89
Hong Kong;2015-10-12;Kemény;3-6 6-1 6-2;Heather Watson;170;GBR;23,40;Kai Lin Zhang;;CHN;25,70
Hong Kong;2015-10-12;Kemény;6-3 6-1;Ya Hsuan Lee;;TPE;20,23;Su Jeong Jang;;KOR;20,58
Hong Kong;2015-10-12;Kemény;6-1 6-2;Monica Puig;;PUR;22,04;Luksika Kumkhum;;THA;22,23
Hong Kong;2015-10-12;Kemény;6-3 6-1;Samantha Stosur;172;AUS;31,53;Risa Ozaki;;JPN;21,51
Hong Kong;2015-10-12;Kemény;6-1 6-3;Caroline Garcia;;FRA;21,99;Lauren Davis;157;USA;22,01
Hong Kong;2015-10-12;Kemény;6-4 7-5;Anastasiya Komardina;;RUS;18,26;Kai Chen Chang;;TPE;24,74
Hong Kong;2015-10-12;Kemény;6-0 6-3;Kurumi Nara;;JPN;23,78;Ling Zhang;;HKG;25,95
Hong Kong;2015-10-12;Kemény;6-7(4) 6-2 6-3;Angelique Kerber;173;GER;27,73;Francesca Schiavone;166;ITA;35,30
Hong Kong;2015-10-12;Kemény;6-0 6-2;Venus Williams;185;USA;35,32;Yafan Wang;;CHN;21,45
Hong Kong;2015-10-12;Kemény;6-7(4) 6-3 6-4;Alize Cornet;173;FRA;25,72;Yaroslava Shvedova;180;KAZ;28,08
Hong Kong;2015-10-12;Kemény;6-0 6-2;Jelena Jankovic;177;SRB;30,62;Anastasia Rodionova;167;AUS;33,42
Hong Kong;2015-10-12;Kemény;7-6(4) 6-1;Daria Gavrilova;;RUS;21,60;Lara Arruabarrena;166;ESP;23,56
Hong Kong;2015-10-12;Kemény;6-0 6-7(5) 6-4;Heather Watson;170;GBR;23,40;Ya Hsuan Lee;;TPE;20,23
Hong Kong;2015-10-12;Kemény;6-4 6-4;Samantha Stosur;172;AUS;31,53;Monica Puig;;PUR;22,04
Hong Kong;2015-10-12;Kemény;6-0 6-2;Caroline Garcia;;FRA;21,99;Anastasiya Komardina;;RUS;18,26
Hong Kong;2015-10-12;Kemény;6-2 6-2;Angelique Kerber;173;GER;27,73;Kurumi Nara;;JPN;23,78
Hong Kong;2015-10-12;Kemény;6-1 6-1;Venus Williams;185;USA;35,32;Alize Cornet;173;FRA;25,72
Hong Kong;2015-10-12;Kemény;6-1 6-1;Jelena Jankovic;177;SRB;30,62;Daria Gavrilova;;RUS;21,60
Hong Kong;2015-10-12;Kemény;4-6 6-3 6-0;Samantha Stosur;172;AUS;31,53;Heather Watson;170;GBR;23,40
Hong Kong;2015-10-12;Kemény;7-5 6-3;Angelique Kerber;173;GER;27,73;Caroline Garcia;;FRA;21,99
Hong Kong;2015-10-12;Kemény;6-4 7-5;Jelena Jankovic;177;SRB;30,62;Venus Williams;185;USA;35,32
Hong Kong;2015-10-12;Kemény;6-2 6-2;Angelique Kerber;173;GER;27,73;Samantha Stosur;172;AUS;31,53
Hong Kong;2015-10-12;Kemény;3-6 7-6(4) 6-1;Jelena Jankovic;177;SRB;30,62;Angelique Kerber;173;GER;27,73
Linz;2015-10-12;Kemény;6-3 6-4;Cristina Andreea Mitu;;ROU;24,05;Lucie Safarova;177;CZE;28,68
Linz;2015-10-12;Kemény;6-3 6-3;Anna Lena Friedsam;;GER;21,69;Magdalena Rybarikova;180;SVK;27,02
Linz;2015-10-12;Kemény;6-3 2-6 6-3;Margarita Gasparyan;;RUS;21,11;Carina Witthoeft;;GER;20,65
Linz;2015-10-12;Kemény;6-3 6-4;Camila Giorgi;168;ITA;23,78;Julia Goerges;180;GER;26,94
Linz;2015-10-12;Kemény;3-6 6-3 6-4;Johanna Larsson;174;SWE;27,15;Andrea Petkovic;180;GER;28,09
Linz;2015-10-12;Kemény;6-2 7-5;Alison Van Uytvanck;;BEL;21,55;Lucie Hradecka;177;CZE;30,39
Linz;2015-10-12;Kemény;6-0 6-3;Madison Brengle;;USA;25,52;Misaki Doi;159;JPN;24,45
Linz;2015-10-12;Kemény;6-1 6-3;Johanna Konta;;GBR;24,41;Annika Beck;170;GER;21,65
Linz;2015-10-12;Kemény;7-6(4) 6-0;Anastasia Pavlyuchenkova;177;RUS;24,28;Katerina Siniakova;;CZE;19,42
Linz;2015-10-12;Kemény;6-4 7-5;Stefanie Voegele;170;SUI;25,59;Tamira Paszek;165;AUT;24,85
Linz;2015-10-12;Kemény;7-5 3-6 6-2;Mona Barthel;185;GER;25,25;Kiki Bertens;182;NED;23,84
Linz;2015-10-12;Kemény;6-1 6-7(3) 6-1;Aleksandra Krunic;;SRB;22,58;Roberta Vinci;163;ITA;32,65
Linz;2015-10-12;Kemény;6-0 6-7(5) 6-4;Barbora Zahlavova Strycova;164;CZE;29,54;Barbara Haas;;AUT;19,56
Linz;2015-10-12;Kemény;6-2 4-6 6-1;Denisa Allertova;;CZE;22,60;Klara Koukalova;166;CZE;33,63
Linz;2015-10-12;Kemény;6-3 7-6(3);Kirsten Flipkens;165;BEL;29,75;Varvara Lepchenko;180;USA;29,39
Linz;2015-10-12;Kemény;3-6 7-6(3) 6-4;Caroline Wozniacki;177;DEN;25,25;Mirjana Lucic;;CRO;33,59
Linz;2015-10-12;Kemény;7-5 6-3;Anna Lena Friedsam;;GER;21,69;Cristina Andreea Mitu;;ROU;24,05
Linz;2015-10-12;Kemény;6-3 2-6 6-3;Margarita Gasparyan;;RUS;21,11;Camila Giorgi;168;ITA;23,78
Linz;2015-10-12;Kemény;6-4 7-6(2);Johanna Larsson;174;SWE;27,15;Alison Van Uytvanck;;BEL;21,55
Linz;2015-10-12;Kemény;6-3 7-5;Madison Brengle;;USA;25,52;Johanna Konta;;GBR;24,41
Linz;2015-10-12;Kemény;6-4 6-0;Anastasia Pavlyuchenkova;177;RUS;24,28;Stefanie Voegele;170;SUI;25,59
Linz;2015-10-12;Kemény;7-6(6) 6-3;Aleksandra Krunic;;SRB;22,58;Mona Barthel;185;GER;25,25
Linz;2015-10-12;Kemény;7-6(0) 5-7 6-4;Denisa Allertova;;CZE;22,60;Barbora Zahlavova Strycova;164;CZE;29,54
Linz;2015-10-12;Kemény;6-4 6-4;Kirsten Flipkens;165;BEL;29,75;Caroline Wozniacki;177;DEN;25,25
Linz;2015-10-12;Kemény;6-3 6-4;Anna Lena Friedsam;;GER;21,69;Margarita Gasparyan;;RUS;21,11
Linz;2015-10-12;Kemény;7-5 7-6(6);Johanna Larsson;174;SWE;27,15;Madison Brengle;;USA;25,52
Linz;2015-10-12;Kemény;6-3 6-3;Anastasia Pavlyuchenkova;177;RUS;24,28;Aleksandra Krunic;;SRB;22,58
Linz;2015-10-12;Kemény;6-3 6-4;Kirsten Flipkens;165;BEL;29,75;Denisa Allertova;;CZE;22,60
Linz;2015-10-12;Kemény;6-3 4-6 7-5;Anna Lena Friedsam;;GER;21,69;Johanna Larsson;174;SWE;27,15
Linz;2015-10-12;Kemény;6-3 3-6 6-2;Anastasia Pavlyuchenkova;177;RUS;24,28;Kirsten Flipkens;165;BEL;29,75
Linz;2015-10-12;Kemény;6-4 6-3;Anastasia Pavlyuchenkova;177;RUS;24,28;Anna Lena Friedsam;;GER;21,69
Tianjin Open;2015-10-12;Kemény;6-3 7-5;Lyudmyla Kichenok;;UKR;23,23;Flavia Pennetta;172;ITA;33,63
Tianjin Open;2015-10-12;Kemény;6-3 6-3;Ying Ying Duan;;CHN;26,36;Nicole Vaidisova;181;CZE;26,47
Tianjin Open;2015-10-12;Kemény;6-4 6-1;Danka Kovinic;;MNE;20,90;Kateryna Bondarenko;175;UKR;29,18
Tianjin Open;2015-10-12;Kemény;7-5 6-2;Teliana Pereira;;BRA;27,23;Nao Hibino;;JPN;20,87
Tianjin Open;2015-10-12;Kemény;6-2 6-4;Elena Vesnina;176;RUS;29,20;Elina Svitolina;174;UKR;21,08
Tianjin Open;2015-10-12;Kemény;6-7(1) 7-6(4) 6-1;Bojana Jovanovski;175;SRB;23,78;Ons Jabeur;;TUN;21,12
Tianjin Open;2015-10-12;Kemény;6-4 6-0;Urszula Radwanska;177;POL;24,85;Nadiya Kichenok;;UKR;23,23
Tianjin Open;2015-10-12;Kemény;6-0 6-1;Kristina Mladenovic;184;FRA;22,41;Fangzhou Liu;;CHN;19,83
Tianjin Open;2015-10-12;Kemény;6-0 6-4;Alison Riske;;USA;25,28;Xinyun Han;;CHN;25,37
Tianjin Open;2015-10-12;Kemény;6-0 6-1;Timea Babos;179;HUN;22,42;Alla Kudryavtseva;;RUS;27,94
Tianjin Open;2015-10-12;Kemény;7-6(3) 6-1;Magda Linette;;POL;23,66;Yulia Putintseva;;KAZ;20,76
Tianjin Open;2015-10-12;Kemény;3-6 6-3 7-5;Karolina Pliskova;184;CZE;23,56;Kristina Kucova;;SVK;25,39
Tianjin Open;2015-10-12;Kemény;7-5 6-3;Evgeniya Rodina;;RUS;26,68;Saisai Zheng;;CHN;21,68
Tianjin Open;2015-10-12;Kemény;6-4 6-3;Elizaveta Kulichkova;;RUS;19,50;Patricia Maria Tig;;ROU;21,21
Tianjin Open;2015-10-12;Kemény;7-5 6-4;Qiang Wang;;CHN;23,74;Yuxuan Zhang;;CHN;21,15
Tianjin Open;2015-10-12;Kemény;6-1 6-0;Agnieszka Radwanska;170;POL;26,60;Olga Savchuk;175;UKR;28,06
Tianjin Open;2015-10-12;Kemény;6-7(5) 6-2 6-4;Ying Ying Duan;;CHN;26,36;Lyudmyla Kichenok;;UKR;23,23
Tianjin Open;2015-10-12;Kemény;6-2 5-7 6-1;Danka Kovinic;;MNE;20,90;Teliana Pereira;;BRA;27,23
Tianjin Open;2015-10-12;Kemény;6-3 6-1;Bojana Jovanovski;175;SRB;23,78;Elena Vesnina;176;RUS;29,20
Tianjin Open;2015-10-12;Kemény;6-4 6-4;Kristina Mladenovic;184;FRA;22,41;Urszula Radwanska;177;POL;24,85
Tianjin Open;2015-10-12;Kemény;6-3 6-3;Timea Babos;179;HUN;22,42;Alison Riske;;USA;25,28
Tianjin Open;2015-10-12;Kemény;6-2 6-1;Karolina Pliskova;184;CZE;23,56;Magda Linette;;POL;23,66
Tianjin Open;2015-10-12;Kemény;6-2 7-5;Elizaveta Kulichkova;;RUS;19,50;Evgeniya Rodina;;RUS;26,68
Tianjin Open;2015-10-12;Kemény;6-1 6-1;Agnieszka Radwanska;170;POL;26,60;Qiang Wang;;CHN;23,74
Tianjin Open;2015-10-12;Kemény;7-5 3-6 6-3;Danka Kovinic;;MNE;20,90;Ying Ying Duan;;CHN;26,36
Tianjin Open;2015-10-12;Kemény;6-4 4-6 6-3;Bojana Jovanovski;175;SRB;23,78;Kristina Mladenovic;184;FRA;22,41
Tianjin Open;2015-10-12;Kemény;6-3 6-2;Karolina Pliskova;184;CZE;23,56;Timea Babos;179;HUN;22,42
Tianjin Open;2015-10-12;Kemény;7-6(3) 6-2;Agnieszka Radwanska;170;POL;26,60;Elizaveta Kulichkova;;RUS;19,50
Tianjin Open;2015-10-12;Kemény;6-4 6-7(2) 6-2;Danka Kovinic;;MNE;20,90;Bojana Jovanovski;175;SRB;23,78
Tianjin Open;2015-10-12;Kemény;6-3 6-1;Agnieszka Radwanska;170;POL;26,60;Karolina Pliskova;184;CZE;23,56
Tianjin Open;2015-10-12;Kemény;6-1 6-2;Agnieszka Radwanska;170;POL;26,60;Danka Kovinic;;MNE;20,90
Moscow;2015-10-19;Kemény;3-6 6-3 7-5;Daria Gavrilova;;RUS;21,62;Alize Cornet;173;FRA;25,74
Moscow;2015-10-19;Kemény;6-3 6-1;Lesia Tsurenko;174;UKR;26,39;Aleksandra Krunic;;SRB;22,60
Moscow;2015-10-19;Kemény;6-4 6-3;Anna Karolina Schmiedlova;;SVK;21,10;Aliaksandra Sasnovich;;BLR;21,58
Moscow;2015-10-19;Kemény;6-0 6-3;Svetlana Kuznetsova;174;RUS;30,31;Katerina Siniakova;;CZE;19,44
Moscow;2015-10-19;Kemény;7-6(2) 6-4;Anastasija Sevastova;;LAT;25,52;Olga Govortsova;182;BLR;27,15
Moscow;2015-10-19;Kemény;6-4 5-7 7-6(7);Karolina Pliskova;184;CZE;23,58;Alexandra Dulgheru;;ROU;26,39
Moscow;2015-10-19;Kemény;1-6 7-6(2) 6-2;Irina Camelia Begu;181;ROU;25,15;Tsvetana Pironkova;180;BUL;28,10
Moscow;2015-10-19;Kemény;7-5 2-6 6-3;Darya Kasatkina;;RUS;18,45;Paula Kania;;POL;22,95
Moscow;2015-10-19;Kemény;7-5 6-1;Dominika Cibulkova;161;SVK;26,45;Elena Vesnina;176;RUS;29,22
Moscow;2015-10-19;Kemény;7-6(4) 6-3;Kristina Mladenovic;184;FRA;22,43;Ana Bogdan;;ROU;22,90
Moscow;2015-10-19;Kemény;7-5 7-6(4);Margarita Gasparyan;;RUS;21,13;Varvara Lepchenko;180;USA;29,41
Moscow;2015-10-19;Kemény;7-5 0-6 6-4;Anastasia Pavlyuchenkova;177;RUS;24,30;Monica Niculescu;168;ROU;28,07
Moscow;2015-10-19;Kemény;6-2 6-4;Flavia Pennetta;172;ITA;33,65;Daria Gavrilova;;RUS;21,62
Moscow;2015-10-19;Kemény;7-6(5) 4-6 6-3;Lesia Tsurenko;174;UKR;26,39;Anna Karolina Schmiedlova;;SVK;21,10
Moscow;2015-10-19;Kemény;6-4 6-2;Svetlana Kuznetsova;174;RUS;30,31;Klara Koukalova;166;CZE;33,65
Moscow;2015-10-19;Kemény;6-3 7-6(10);Anastasija Sevastova;;LAT;25,52;Karolina Pliskova;184;CZE;23,58
Moscow;2015-10-19;Kemény;6-3 3-6 6-3;Darya Kasatkina;;RUS;18,45;Irina Camelia Begu;181;ROU;25,15
Moscow;2015-10-19;Kemény;6-4 7-5;Carla Suarez Navarro;162;ESP;27,12;Dominika Cibulkova;161;SVK;26,45
Moscow;2015-10-19;Kemény;6-2 6-3;Margarita Gasparyan;;RUS;21,13;Kristina Mladenovic;184;FRA;22,43
Moscow;2015-10-19;Kemény;6-1 6-7(2) 6-3;Anastasia Pavlyuchenkova;177;RUS;24,30;Lucie Safarova;177;CZE;28,70
Moscow;2015-10-19;Kemény;W/O;Lesia Tsurenko;174;UKR;26,39;Flavia Pennetta;172;ITA;33,65
Moscow;2015-10-19;Kemény;5-7 6-1 6-3;Svetlana Kuznetsova;174;RUS;30,31;Anastasija Sevastova;;LAT;25,52
Moscow;2015-10-19;Kemény;6-1 6-2;Darya Kasatkina;;RUS;18,45;Carla Suarez Navarro;162;ESP;27,12
Moscow;2015-10-19;Kemény;6-1 6-3;Anastasia Pavlyuchenkova;177;RUS;24,30;Margarita Gasparyan;;RUS;21,13
Moscow;2015-10-19;Kemény;6-2 6-4;Svetlana Kuznetsova;174;RUS;30,31;Lesia Tsurenko;174;UKR;26,39
Moscow;2015-10-19;Kemény;2-6 6-2 6-4;Anastasia Pavlyuchenkova;177;RUS;24,30;Darya Kasatkina;;RUS;18,45
Moscow;2015-10-19;Kemény;6-2 6-1;Svetlana Kuznetsova;174;RUS;30,31;Anastasia Pavlyuchenkova;177;RUS;24,30
Luxembourg;2015-10-19;Kemény;4-6 6-4 RET;Laura Siegemund;;GER;27,62;Timea Bacsinszky;;SUI;26,36
Luxembourg;2015-10-19;Kemény;6-4 6-3;Kirsten Flipkens;165;BEL;29,77;Madison Brengle;;USA;25,54
Luxembourg;2015-10-19;Kemény;6-3 4-0 RET;Stefanie Voegele;170;SUI;25,61;Urszula Radwanska;177;POL;24,87
Luxembourg;2015-10-19;Kemény;4-6 6-3 6-4;Anna Lena Friedsam;;GER;21,71;Annika Beck;170;GER;21,67
Luxembourg;2015-10-19;Kemény;5-7 6-4 6-1;Sara Errani;164;ITA;28,47;Julie Coin;;FRA;32,88
Luxembourg;2015-10-19;Kemény;6-4 7-6(3);Mirjana Lucic;;CRO;33,61;Carina Witthoeft;;GER;20,67
Luxembourg;2015-10-19;Kemény;7-5 7-5;Tatjana Maria;;GER;28,20;Tessah Andrianjafitrimo;;FRA;17,02
Luxembourg;2015-10-19;Kemény;6-4 7-5;Mona Barthel;185;GER;25,27;Sloane Stephens;170;USA;22,58
Luxembourg;2015-10-19;Kemény;6-1 6-4;Jelena Jankovic;177;SRB;30,64;Mandy Minella;;LUX;29,91
Luxembourg;2015-10-19;Kemény;7-6(5) 6-3;Anna Tatishvili;171;GEO;25,71;Oceane Dodin;;FRA;18,98
Luxembourg;2015-10-19;Kemény;6-3 4-6 6-1;Denisa Allertova;;CZE;22,62;Jana Cepelova;168;SVK;22,39
Luxembourg;2015-10-19;Kemény;7-5 2-6 7-5;Misaki Doi;159;JPN;24,47;Andrea Petkovic;180;GER;28,11
Luxembourg;2015-10-19;Kemény;6-4 6-2;Barbora Zahlavova Strycova;164;CZE;29,56;Yanina Wickmayer;182;BEL;26,00
Luxembourg;2015-10-19;Kemény;7-6(5) 6-7(3) 6-3;Johanna Larsson;174;SWE;27,17;Cristina Andreea Mitu;;ROU;24,07
Luxembourg;2015-10-19;Kemény;6-2 7-6(4);Alison Van Uytvanck;;BEL;21,57;Richel Hogenkamp;;NED;23,51
Luxembourg;2015-10-19;Kemény;6-4 6-3;Ana Ivanovic;183;SRB;27,95;Heather Watson;170;GBR;23,42
